amount,reclat,reclong
6219206,59.5316,-65.11604
13346939,-0.03176,56.25878
49180116,2.5208,75.24267
30294547,-4.20114,-42.49724
3036071,28.34844,47.908
20820179,-83.63995,77.55797
22718335,98.83938,-54.53285
25342602,-74.24112,58.3356
44594447,26.78366,27.03759
26946261,-93.01082,-69.15432
34273914,52.90555,58.3139
48799764,-24.7944,7.24315
2664285,29.28885,-83.47872
39741567,-30.23474,85.2417
24326736,18.38057,22.17039
20622399,-76.8091,-49.59406
1781744,72.19666,8.35436
32221779,-94.99133,43.8033
49040579,11.01283,-63.47653
6669798,-63.26752,40.29256
33052597,13.92943,1.21038
31137855,-39.57116,-84.77871
10816306,2.93981,16.43053
38555166,-2.98494,35.19113
22371311,79.98054,-76.28545
25862245,-27.62715,65.50524
29569116,93.90623,65.67487
5495108,-71.9911,-74.24201
48628035,69.96137,47.78073
45109763,-42.0754,6.0158
29056423,74.37926,-45.57337
44242693,-41.14705,52.32642
11353857,59.28107,22.77699
2622411,-49.46501,-37.43286
39979981,35.96268,69.82216
48090600,-26.2692,28.36771
46299225,63.77315,-92.50601
6726886,-2.6972,27.90063
3303756,2.33399,13.14134
48745722,-32.46048,-1.67319
47670004,69.7042,50.10435
5967578,-38.60518,61.95297
24641542,98.33382,-11.29927
5402759,-95.10671,49.73509
2069727,26.35812,65.49322
2689245,-42.93948,-70.73851
10668770,4.24437,12.27621
32574371,-51.51739,38.45655
245376,67.06337,-31.4774
23343631,-59.51354,57.16991
10224774,21.3565,20.64994
21262973,-99.86456,-87.09776
21967478,28.2744,23.48168
16756141,-96.63087,12.9558
11006391,28.07047,-76.43144
34257108,-51.79851,50.04564
34305949,24.55784,15.39585
30716460,-10.27551,-12.42218
37644127,36.49972,56.39446
34788044,-40.21411,16.77629
19400896,47.68543,-71.10212
23819680,-50.17467,39.62476
21433289,46.44261,12.48075
5785874,-27.56436,-10.65952
46960261,13.48718,20.70705
49834207,-14.52505,89.63681
32252037,2.1262,-10.55381
13262672,-80.55135,68.66056
7602460,39.32339,83.90102
37672403,-5.27463,-96.52512
11457691,55.67674,56.77917
37044755,-99.93276,25.00587
37440687,18.24673,-19.67969
28599664,-78.45371,29.2479
9251111,5.08618,68.84307
28343832,-94.34542,-2.04209
48924016,47.37676,21.29314
15972442,-83.49802,11.41308
27794616,21.36244,-4.50769
16656466,-26.77739,48.65434
43882336,74.45676,91.08496
31782618,-74.52479,-18.70386
45401291,9.62193,61.19812
17288957,-51.29256,27.10136
30972357,13.48264,-28.76208
49367176,-53.16644,12.38259
3187179,59.66986,62.2939
44524576,-69.35934,-28.76405
37339897,74.66538,81.76685
25564405,-23.67195,54.92435
29487387,10.89578,-96.348
36370084,-11.62555,85.06215
30810324,43.79221,16.44286
47747148,-71.28024,-19.59552
16030451,22.16812,74.39758
39291088,-55.23552,7.2331
3775346,33.23429,-93.31787
37439812,-9.1443,54.32444
14462558,13.63928,84.4652
21256840,-84.13351,-67.73585
42929572,70.82425,98.35904
45763320,-24.57095,51.58698
15814467,67.64438,-52.8141
28740675,-40.69063,80.76302
30729419,59.14814,53.43202
28992850,-46.19649,-6.7709
27910949,40.83952,15.28791
2621027,-61.28346,44.81759
21391494,21.07197,-33.21179
22864195,-7.93163,37.8893
12496332,46.75768,75.80321
17627287,-99.75766,-42.23731
5332953,65.39107,87.37759
41207118,-55.49218,37.75439
30741038,34.64307,-43.45233
5799747,-77.70263,15.76231
3449328,27.4463,83.14895
45747840,-79.38778,-91.38612
28799657,88.38367,58.75188
7156909,-4.0809,38.26176
45939840,74.75109,-89.58967
24781459,-99.04711,95.9087
35652409,81.0831,71.89143
42386081,-61.10542,-9.40454
27202,15.49606,93.57108
31584859,-34.04358,22.50595
21191323,38.4942,-83.80417
36550880,-8.56066,98.64031
11645309,68.49548,80.69438
28987437,-21.12397,-87.51855
25699012,29.49181,63.37988
9426280,-92.77154,10.66333
38515183,33.23799,-2.46696
2849592,-64.36359,64.15194
37003614,48.51815,35.29409
8732303,-62.56543,-87.64577
17266543,44.73392,83.58627
25255743,-67.45458,68.65752
42413538,25.24587,-82.52636
29296091,-4.51626,2.01286
32527348,90.5492,31.88152
12746479,-66.69464,-46.17852
35196675,15.73863,19.41441
31160627,-36.86851,67.18016
38606180,74.58179,-89.78537
45868746,-45.86288,75.1909
45224237,90.77393,80.36678
24806912,-84.55858,-37.07724
19909197,26.93049,93.53688
40630816,-31.84076,32.08925
16582539,29.60864,-40.99944
21540267,-24.35811,19.71566
6911170,35.28716,75.75731
26236346,-53.36229,-37.43548
44414558,56.5401,17.31477
36445883,-57.87262,21.12696
49615138,89.90968,-64.35504
31298671,-25.2009,15.73867
31072413,99.48988,31.88024
6496353,-91.63623,-81.0475
33726388,83.35855,18.54773
3139607,-72.51016,95.36309
27076303,18.95905,-10.40667
17717442,-29.96242,61.21569
18698352,24.7832,26.41138
22088538,-35.16005,-80.2525
20384163,43.69763,11.07143
8378841,-42.34898,75.94108
8328662,41.32112,-11.28342
19572534,-74.52857,62.11338
37307827,81.11727,93.20398
36644944,-92.04697,-42.37386
47152557,81.29151,26.22675
24349803,-9.41703,96.60075
37197456,1.69915,-48.95217
16869861,-79.80771,13.41036
7350691,59.59855,66.45343
23728255,-74.83191,-57.52375
11256848,53.16469,71.77716
202006,-7.20533,37.96034
30471457,96.7642,-58.10171
47726346,-42.28276,37.54107
25924952,14.36164,28.3126
704830,-45.08629,-84.64579
1534014,75.7137,42.63284
31482985,-90.82632,84.82871
4806858,19.51593,-56.0298
37675616,-68.84519,40.99742
33093456,72.79839,85.4968
4549254,-26.56689,-10.71591
11845144,14.41376,47.39498
29466139,-40.71546,54.7863
18908724,33.25754,-18.61401
42242073,-99.73816,42.54237
5880840,47.60031,63.16098
1631489,-90.4852,-14.27759
16055060,55.26028,23.25954
34765368,-79.41185,21.21568
27954625,62.15501,-6.21211
47478231,-79.99732,5.99275
3003298,3.62397,77.85549
45516088,-41.96283,-93.53144
36867848,49.32245,93.07779
19167560,-10.57269,91.11205
4680451,0.58131,-62.27031
4023167,-86.24119,87.87475
22246645,94.81132,60.74231
48234642,-20.03092,-15.16612
636529,31.59718,10.7592
39446959,-22.20897,27.47396
41074136,47.50019,-72.64701
34394923,-13.75472,20.39492
3472932,0.75248,71.14955
11983095,-64.66911,-83.0783
46516273,19.53087,19.77817
28014495,-95.42259,45.52067
33414977,44.95816,-20.34964
10505026,-80.28933,16.00973
7207413,4.17587,77.146
28703070,-42.07896,-55.05311
4268769,2.55279,34.53044
37551885,-97.7125,28.75043
40430087,57.54881,-24.09409
39229064,-85.12723,43.00044
7007374,78.1978,63.55349
25838412,-61.23221,-43.76912
37332109,70.89979,84.99438
36397462,-76.23634,85.28525
44353783,19.50601,-7.97637
13148970,-29.77289,15.23214
49047768,16.86876,89.94027
25338359,-6.22083,-14.27017
2073702,51.09817,52.85943
37073946,-86.20262,43.98749
46589660,67.23613,-74.54431
29651787,-47.53419,75.20669
43126657,82.67076,30.81528
47980513,-27.32826,-31.6963
15991909,58.18671,2.98057
7912676,-44.31779,52.58306
30899675,73.08344,-93.98403
30580136,-44.48869,22.88651
48529359,98.19426,27.6536
14676909,-25.86907,-79.48216
9556257,30.08093,61.81943
41306206,-31.29946,23.82037
49170187,54.72705,-51.78914
1017712,-87.63511,33.23063
46275977,10.9601,10.31649
32276348,-1.77899,-3.57091
4956135,48.67625,4.68134
38011819,-38.40974,73.58226
49552290,39.36785,-91.47207
28154012,-17.60625,42.21616
9293269,92.39063,77.79459
47783277,-20.02218,-52.28199
18636092,48.39791,42.03935
27494069,-23.0119,5.03346
47098919,94.89484,-37.42769
20243668,-26.32726,61.4015
49216479,55.61177,34.2837
17737828,-2.67557,-7.37014
390519,64.33982,2.91705
49214677,-58.94212,85.78021
10108485,80.13919,-67.74658
29942359,-89.7681,44.17153
26001630,93.83776,83.87514
9684842,-82.35652,-37.13327
5525703,79.164,76.85992
29973198,-44.6798,11.52947
13720179,91.92789,-44.15212
33658638,-92.99912,29.72015
6947630,42.53936,1.90894
15513517,-73.13413,-93.63754
27781899,18.00976,98.07286
10535766,-57.71406,54.02844
39201083,63.20947,-1.01992
3005282,-88.70988,83.80284
42351899,28.54704,77.62147
30830410,-84.59258,-12.83113
28177545,69.46849,95.50043
27053226,-54.98557,64.12433
49302734,11.5832,-57.87719
18149614,-25.4607,29.94138
34380881,88.78418,68.82614
19700774,-98.90874,-7.79749
32547965,67.09871,36.89831
13507800,-51.15418,18.29172
11278960,62.67091,-37.40191
42179208,-91.93941,69.38763
44699804,89.66779,5.86197
26956785,-29.74402,-65.56844
12911760,87.68168,12.52361
29680120,-14.40651,7.575
8416753,5.59353,-31.04015
7226105,-0.70455,17.77349
41796426,95.9244,11.88046
36208996,-44.11961,-34.11461
13535450,30.81057,55.99523
4947219,-69.25989,43.83612
47438640,5.5897,-23.9601
6204410,-1.80951,55.97313
21451130,57.03129,76.92816
10848345,-29.42218,-78.28839
38429104,57.39638,90.9512
19221526,-90.1715,85.79241
28366017,89.42634,-77.01211
46777451,-42.85696,6.63269
42638097,96.89497,37.22547
27986691,-5.91972,-0.05576
36418347,96.87695,39.87818
27064134,-83.37343,47.7043
224491,94.37126,-84.32116
12766298,-67.68504,8.41251
26510776,24.61159,29.87999
6894481,-50.49374,-51.41322
9557585,73.8988,45.97484
2628682,-16.88033,36.98166
38474334,24.85207,-70.49528
25653889,-78.24796,41.38383
49280192,34.66848,56.64826
31934174,-38.32894,-52.57357
4610185,27.80509,64.53945
49357543,-5.89418,48.37932
43397736,15.26685,-22.72001
46323434,-21.30218,32.52105
39163307,32.75602,90.44778
40942501,-35.87063,-11.5317
33675507,50.21129,45.84869
15592821,-89.55882,12.6545
8659470,17.0983,-6.36777
10787907,-93.9921,52.51237
8892459,71.33128,21.13737
1609563,-98.7217,-42.04718
19729164,77.83782,52.02549
37470326,-72.85572,36.68282
47562130,53.00656,-26.08063
14981846,-6.76037,32.31094
15712059,17.10252,64.15539
23350520,-93.70918,-63.44293
45295266,86.9919,40.59659
41883013,-82.30909,89.61356
11582057,40.48871,-41.25744
29550735,-93.59912,99.45007
15343673,54.88214,75.83653
43762379,-68.38259,-42.43773
14640500,18.38942,40.09856
6959680,-88.46568,47.27511
40293447,7.86451,-82.92177
14897228,-94.39529,66.28378
35448538,31.86082,80.49908
4664094,-58.63925,-10.60916
25295228,18.39416,3.8748
24860337,-37.40699,11.41314
31153116,14.40598,-66.35246
8262939,-80.54211,82.89363
2237883,22.07042,71.08752
27371824,-7.48796,-62.98914
22476256,38.95503,62.63036
406722,-72.51992,43.54747
20431453,33.79501,-89.01157
5377065,-71.54719,3.516
12170082,77.6584,33.70314
18201513,-21.10586,-79.03299
21685497,20.72486,37.46005
32853676,-55.48647,65.0668
46481539,52.7421,-65.58206
35709655,-35.50499,95.06703
27262095,41.82939,32.80425
16602459,-32.29312,-15.04832
44901012,77.24445,41.25873
28112241,-80.00995,16.165
45000580,71.72888,-95.5265
34064667,-7.22179,86.58537
18334037,62.68282,29.01371
8517645,-80.03669,-43.916
44559759,68.94959,32.79463
10671674,-97.89984,96.02582
15053049,94.74851,-35.87174
23475838,-38.81672,60.6005
10662922,60.52878,93.41293
42928030,-49.68592,-27.81438
42092461,28.23985,48.06176
11109370,-68.12447,11.9058
33423030,7.12199,-35.43851
29432556,-48.37235,90.04185
27550211,80.41954,98.82275
10099868,-91.77698,-29.89918
3685853,53.47844,60.26385
30843600,-59.80662,98.17867
8728070,51.95825,-68.8967
6936760,-39.54345,68.221
3133114,35.5169,39.33223
19266404,-54.44689,-10.21572
31258778,21.10815,93.03685
22872449,-49.14543,99.55581
1028710,39.72007,-99.3334
1989190,-0.79234,73.13955
14697044,54.05987,26.62957
17830207,-91.82491,-16.51759
30207140,53.26069,41.69029
16511661,-42.16913,65.39018
26069110,27.80755,-46.20635
28757558,-64.84633,93.8356
23130936,67.05042,56.73394
24960634,-5.97366,-47.24974
20914890,75.00877,26.96654
38323597,-29.64948,92.08393
49857444,80.4752,-92.55932
25303521,-71.13511,76.95427
48401472,78.98241,60.91196
21176644,-36.86452,-35.69142
31359100,3.97365,55.06515
46183307,-48.10243,20.43954
42632064,60.46442,-68.51122
22968781,-19.52016,65.75348
19456016,55.99427,36.7844
2781520,-62.00151,-29.97376
47057253,80.15176,1.28161
36474941,-28.78113,23.56519
21746677,79.9728,-88.4046
29732734,-10.27775,28.89865
38314483,44.54363,57.21883
21171502,-54.57967,-79.30815
5482316,8.5372,37.75612
27077821,-12.0299,26.43586
24457522,90.03985,-62.83244
2984738,-49.84575,24.24182
1821938,45.16305,32.05457
26971900,-0.82309,-51.7607
35206882,95.95138,8.70746
23300448,-98.60125,39.84732
11022826,45.67703,-63.37174
7074674,-35.1715,9.64872
21258267,7.30347,22.58474
31402189,-31.17059,-15.32853
19831810,98.53344,78.4347
47850679,-72.91303,77.84458
16255761,76.39322,-1.56288
22297089,-31.10877,19.47673
30106174,17.79082,17.80371
42077778,-19.28166,-65.96802
13932820,78.22546,32.44011
45060674,-27.75257,2.44426
39142691,13.29463,-94.65824
35324299,-61.17025,25.02144
11550403,7.60395,95.4493
14256244,-74.29765,-10.61828
19583468,50.12739,12.62952
14790569,-27.71784,38.5421
17867,48.44194,-69.72217
8336641,-40.79639,70.96556
43896102,60.2452,93.60589
11117034,-94.93763,-93.39532
20907481,5.34931,62.70164
2594484,-93.02096,69.84574
45534574,41.46948,-88.76821
41238236,-81.28437,15.29044
14697107,82.00855,28.94585
41379270,-52.94248,-92.65463
36094467,51.8468,50.52413
15594232,-30.01083,73.35104
33053379,36.19486,-17.95736
46685468,-98.83202,64.33816
27376511,64.89644,13.52986
6365577,-41.08437,-8.96537
3279414,24.73245,14.84957
4014291,-54.19012,57.57822
40426456,13.27437,-54.23336
18805083,-75.84772,28.14854
43342480,4.06208,48.95178
30612705,-82.31346,-68.48734
27824096,77.76783,55.26084
34013185,-19.06953,87.41771
15832629,8.21703,-20.98829
39910051,-93.98645,13.78212
13120771,60.02012,46.73665
13055547,-54.26572,-61.87501
29196909,75.1416,81.62693
20110044,-82.46669,15.86358
42208327,91.13302,-69.2391
7201907,-87.87019,37.0979
14287761,23.06954,97.83298
43719753,-17.12496,-8.9415
15956189,85.72863,89.36787
8116262,-89.35995,89.74875
34336191,55.69777,-99.86194
14591209,-91.30778,34.85824
24362301,8.78791,43.83123
22131319,-44.13797,-28.1785
33028595,95.54578,59.98068
35513846,-16.77936,97.02351
24502462,50.95412,-95.33677
16879078,-65.36921,56.62481
12006018,0.81654,46.72132
23933081,-2.97133,-68.92344
19652678,22.28811,10.45513
22357817,-77.23537,97.6543
10358544,77.75508,-58.56054
38351740,-91.30605,49.81928
31098637,31.68296,32.96756
10902933,-44.82681,-64.52944
30190152,39.27729,53.36271
40945307,-48.50426,35.52249
36536378,51.75287,-10.05045
8854775,-68.38757,77.20428
30698481,63.47211,54.14739
9473683,-84.47501,-24.30579
29253068,81.99063,31.56234
22930744,-31.87585,30.93175
34464453,66.97638,-68.95196
46266715,-15.17276,76.66697
37739396,36.47643,45.79565
46811153,-96.13717,-76.85079
38979796,72.54987,98.5454
17977626,-69.39088,74.7191
19784991,6.87436,-11.073
28516487,-75.49358,4.16637
10931746,66.81906,8.50705
24551146,-47.18966,-23.47628
4194104,3.24113,56.82253
3010439,-60.95144,28.39844
32333645,11.49775,-0.30565
17240199,-96.08524,14.09495
22088917,62.30898,93.54574
2444792,-98.55639,-51.55979
39737049,39.17919,86.41955
13880059,-10.92541,52.72134
666508,45.25946,-17.09667
37694363,-91.74142,83.68802
13423252,80.29564,55.4648
709566,-35.27696,-36.29394
37774185,65.84377,28.66631
16144119,-91.80319,11.33013
4411322,48.13758,-18.37013
374654,-73.41967,19.5701
1324198,9.13226,45.65008
28560392,-23.18177,-80.10989
31527594,57.89187,88.47565
17425845,-9.84211,47.36876
16644013,59.55563,-88.10183
46735037,-9.14838,20.37996
43924228,29.48126,66.7088
33913065,-36.55886,-91.20834
31794607,90.86762,76.18877
17616708,-34.4724,31.1376
8257145,7.98601,-28.90707
31607760,-96.30563,44.09192
30532048,17.1184,16.23881
801127,-7.61127,-44.64824
1130596,35.62559,40.15441
7867050,-33.12078,44.59374
23425037,92.06138,-48.01529
49142935,-86.68311,3.56643
33835111,94.12882,13.02506
31349915,-86.25179,-81.15181
34198198,61.76224,72.44208
41268399,-73.66928,60.44348
8154576,99.69447,-79.97671
26241618,-48.22466,4.769
18131208,64.40658,37.63717
38941534,-0.15836,-57.84165
8864691,93.07125,56.49436
36681658,-29.75693,11.72991
20151678,51.84329,-12.50061
45415913,-38.66057,0.80387
4474390,68.04537,27.15446
5155372,-25.30447,-53.45725
32711165,21.57659,75.37274
25229304,-61.37847,15.91429
40136489,49.6409,-46.6157
6802945,-6.79515,8.44485
6075398,90.4169,46.63944
12297633,-0.36807,-96.86429
30956649,24.19799,8.99522
43767675,-91.66395,33.69084
24962131,54.47523,-87.15543
2335083,-81.98862,19.01355
24016599,9.88727,9.54662
4779011,-88.78284,-79.92939
48076557,3.57711,44.43364
14038294,-25.77921,36.06863
11669818,64.27424,-10.23826
33098916,-89.2319,88.29622
16745180,42.53038,99.05446
36266039,-11.4679,-94.95625
36198782,1.55453,97.45399
226869,-59.18921,97.43247
1626029,63.87047,-9.11815
29910813,-48.86502,89.38642
5723298,41.19186,22.23119
47483105,-48.64587,-25.63438
19428930,40.9871,40.46467
49595098,-92.198,75.4046
18387977,74.67542,-38.36494
47352296,-57.24252,57.71063
49017652,34.02876,62.52909
1270352,-98.83812,-35.30101
8310746,26.7824,86.83008
16957994,-92.73953,88.75933
5337206,98.23442,-0.69241
23119791,-1.21499,80.46349
20794820,37.13194,95.25516
5819388,-62.57365,-64.53694
23450594,78.4944,0.98715
13796715,-51.73159,53.24725
3692672,92.90547,-44.73211
11184118,-35.29139,82.83813
574643,54.39923,11.63119
5276221,-59.85737,-42.82997
33067671,35.70068,32.14284
38966650,-54.95917,39.56026
15918350,93.63146,-57.50746
47912133,-73.11339,36.35711
36510536,86.79931,49.00873
20784104,-80.11118,-59.41122
22682577,38.14609,17.32421
27957837,-67.40472,41.10152
49823365,71.51469,-20.87825
9746359,-94.3394,16.61536
34980670,44.60255,49.49409
8915766,-65.07874,-38.04542
1506591,18.98951,97.93771
38591448,-63.82938,11.66676
3010127,87.2648,-84.28256
25805988,-14.42976,46.41086
28629243,41.57914,24.28652
29427571,-59.40569,-66.73731
30394539,96.56431,97.55513
5333146,-16.31441,82.70628
16419630,77.08159,-70.64295
29152884,-94.32405,67.86001
19332964,75.47627,30.98921
21100671,-83.08939,-58.64146
45177255,26.46047,10.27047
45834011,-92.94293,71.82087
14483182,38.94555,-89.97795
3301469,-40.08652,77.57585
4913642,29.26926,2.63935
36192062,-62.46963,-57.17069
40015958,38.01755,67.83926
23939737,-4.08683,74.85188
32086034,4.50207,-79.4123
16336748,-53.23858,68.94541
38504227,3.57281,67.66248
32691112,-37.91832,-14.09066
34435637,1.03362,32.93357
48972565,-8.22831,1.9749
25304722,54.86803,-45.41772
44158602,-11.99751,83.2722
27156940,86.08787,45.3223
18423742,-95.61848,-59.54412
28982598,77.81167,12.81874
33823023,-54.67871,26.15974
29434963,6.1552,-94.54383
9497121,-58.96451,9.9136
7305312,47.30434,4.44858
17779318,-31.16599,-0.22766
42325234,3.84527,91.71514
10943701,-91.00338,98.40196
36736323,94.43979,-20.76968
29853046,-29.9289,76.68181
42332016,51.87835,87.64061
8845027,-20.75931,-7.57323
235054,7.00695,42.46106
42510898,-64.12325,38.67596
40513051,24.55013,-41.73848
9854099,-50.44186,12.2121
23996036,65.10734,53.34829
16795109,-36.2728,-15.01871
36834334,67.14958,39.00646
3362722,-38.32039,28.72131
29911299,32.97815,-90.0108
21484408,-68.30067,51.61796
7272551,9.66442,84.43084
49621558,-71.18439,-6.74463
18610219,37.81483,41.13595
27262496,-43.38507,10.32971
47264850,42.31925,-0.55684
49943744,-68.05069,20.23313
37534795,18.76168,9.27647
33222816,-3.25688,-36.79711
44316373,29.70966,22.53257
27757545,-2.08946,57.95268
